Scope,Class
" Pre-Pop test, overhaul & recalibration described as HP3 COMP. SCRUBBER A PRESS. SAF. VLV A2 located at CLV/FPSOT/GAS/COMP /TO-PSV-31503A2",Pressure Safety Device
" Pre-Pop test, overhaul & recalibration described as PRESSURE SURGE VESSEL FLOW RELIEF VALVE located at CLV/FPSOT/OIL/LOAD /TO-PSV-25107",Pressure Safety Device
 Overhaul described as Overhaul located at CLV/FPSOT/WAT/WDEOX/TO-PSV-53265,Pressure Safety Device
 CLV/FPSOT/JA7830A - 6 MO Inspection described as PEDESTAL CRANE located at CLV/FPSOT/COF/LIFT /TO-JA-7830A,Lifting
 BUOY COMPART_INTRUSIVE described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C1,FU Items
 BUOY COMPART_INTRUSIVE described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C10,FU Items
 BUOY COMPART_INTRUSIVE described as BUOY COMPARTMENT located at CLV/BUOY /HSG/STRUC/COMP C9,FU Items
 BUOY SURGE TANK_INTRUSIVE described as TURNTABLE SURGE TANK located at CLV/BUOY /OIL/LOAD /OB-VZ-2541,FU Items
 PROD-RING-P20 - Int Pigging / 60M described as PRODUCTION RING located at CLV/SUB/EXT/EWELL/PROD-RING-P20,Intelligent Pigging
 12 Monthly Inspection Of Coupon CLOV described as CORROSION COUPONS located at CLV/FPSOT/COF/CORR /TO-CORR_MONIT_CC,Corrosion Monitoring
" CLV/TO-V-35699 FLAME ARRESTOR described as FLAME ARRESTOR, VENT MEOH_S, HU-TR-7550B located at CLV/FPSOH/COF/CHEM /TO-V-35699",Flame Arrestor
" CLV/TO-V-35697 FLAME ARRESTOR described as FLAME ARRESTOR, VENT COT_3C, HU-TR-2403 located at CLV/FPSOH/OIL/STORE/TO-V-35697",Flame Arrestor
" Major Intrus. insp_TO-FA-36103FL.ARRAST described as FLAME ARRESTOR, VENT, 4-VE-TO-36103-B49 located at CLV/FPSOT/GAS/FLARE/TO-FA-36103",Flame Arrestor
" MajorIntrus.insp_CLV/TO-FA-36104-FL.ARRE described as FLAME ARRESTOR, VENT, 2-VE-TO-36104-B49 located at CLV/FPSOT/GAS/FLARE/TO-FA-36104",Flame Arrestor
" Major Intrus.insp_CLV/TO-FA-36105-FL.ARR described as FLAME ARRESTOR, VENT, 2-VE-TO-36105-B49 located at CLV/FPSOT/GAS/FLARE/TO-FA-36105",Flame Arrestor
" CLV/TO-V-35685 FLAME ARRESTOR described as FLAME ARRESTOR, VENT COT_7C, HU-TR-2407 located at CLV/FPSOH/OIL/STORE/TO-V-35685",Flame Arrestor
 Major Intrus.insp_TO-FA-30308 FL.ARRAST described as SYNTH. OIL VAP. SEP. FLAME ARRESTOR located at CLV/FPSOT/ELE/PWG  /TO-FA-30308,Flame Arrestor
 HU-TR-8625 FU/TEPA GVI Intermed. insp. described as AFT STARBOARD BUFFER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8625,FU Items
 BV tasks & intrusive major inspection described as AFT PORT BUFFER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8624,FU Items
 BV tasks & intrusive major inspection described as NO2 STBD CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2422,FU Items
 UTC + VIE described as Hydrocarbon gas piping group located at CLV/FPSOT/GAS/FLARE/IPN-_HG-TO36-74-B03,Piping
 Overhaul described as HU-TR-2421 PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/OIL/STORE/HU-PVSV-24011N,Pressure Safety Device
 CLASS PSV-Overhaul described as HU-TR-2411 PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/OIL/STORE/HU-PVSV-24011G,Pressure Safety Device
 CLASS PSV-Overhaul described as HU-TR-2422 PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/OIL/STORE/HU-PVSV-24011P,Pressure Safety Device
 CLASS PSV-Overhaul described as HU-TR-7525A PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/COF/CHEM /HU-PVSV-75211A,Pressure Safety Device
 CLASS PSV-Overhaul described as HU-TR-2405 PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/OIL/STORE/HU-PVSV-24011D,Pressure Safety Device
 CLASS PSV-Overhaul described as HU-TR-7525B PRESSURE VACUUM SAFETY VALVE located at CLV/FPSOH/COF/CHEM /HU-PVSV-75211B,Pressure Safety Device
 VII described as SANDJET WATER CYCLONIC DESANDER located at CLV/FPSOT/OIL/OWAT /TO-UF-2730,Pressure Vessel (VII)
 BV tasks & intrusive major inspection described as AFT PORT BALLAST WATER TANK located at CLV/FPSOH/HSG/STRUC/HU-TR-8621,FU Items
 BV tasks & intrusive major inspection described as STARBOARD WING BALLAST BUFFER TANK F1 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632F1,FU Items
 BV tasks & intrusive major inspection described as PORT WING BALLAST BUFFER TANK D located at CLV/FPSOH/HSG/STRUC/HU-TR-8631D,FU Items
 HU-TR-8632D FU/TEPA GVI Intermed. insp. described as STARBOARD WING BALLAST BUFFER TANK D located at CLV/FPSOH/HSG/STRUC/HU-TR-8632D,FU Items
 HU-TR-8632A2 FU/TEPA GVI Intermed. insp. described as STARBOARD WING BALLAST BUFFER TANK A2 located at CLV/FPSOH/HSG/STRUC/HU-TR-8632A2,FU Items
 HU-TR-8632E FU/TEPA GVI Intermed. insp. described as STARBOARD WING BALLAST BUFFER TANK E located at CLV/FPSOH/HSG/STRUC/HU-TR-8632E,FU Items
 CLV/BUOY/OB-JZ-8660A_Tanker Side described as BUOY MOORING  ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660A,FU Items
 CLV/BUOY/OB-JZ-8660A_Buoy Side described as BUOY MOORING  ASSEMBLY located at CLV/BUOY /HSG/STRUC/OB-JZ-8660A,FU Items
 HU-TR-2140A FU/TEPA GVI Intermed. insp. described as PORT CONTINUOUS SETTLING TANK located at CLV/FPSOH/OIL/STAB /HU-TR-2140A,FU Items
 CVI described as EsD ENGINE C START SYSTEM FLAME ARRESTOR located at CLV/FPSOH/CRS/EPWG /HU-FA-0509C,Flame Arrestor
" CVI described as FLAME ARRESTOR, VENT WTB_S, HU-TR-2120B located at CLV/FPSOH/OIL/STAB /TO-V-35703",Flame Arrestor
" CVI described as FLAME ARRESTOR, VENT COT_1P, HU-TR-2411 located at CLV/FPSOH/OIL/STORE/TO-V-35696",Flame Arrestor
 VII + UTC described as HP2/HP3 COMPRESSOR A LUBE OIL DEMISTER located at CLV/FPSOT/GAS/COMP /TO-VZ-3140A-2,Pressure Vessel (VII)
 BV tasks & intrusive major inspection described as NO6 PORT CARGO TANK located at CLV/FPSOH/OIL/STORE/HU-TR-2416,FU Items
